Word	POS	BNC Rank	Google Rank	IPA	Conjugations	Synonyms	Arabic	Chinese	German	Greek	English	French	Italian	Japanese	Korean	Dutch	Portuguese	Russian	Spanish	Swedish	Thai	Turkish
anthropology	n.	11325	9290	ˌænθrəpˈɑlədʒi	N/A	N/A	أنتروبولوجيا, علم الانسان	人类学	Anthropologie (Wissenschaft vom Menschen)	ανθρωπολογία	study of the development of the human race	anthropologie (étude, science de l'homme)	antropologia, studio delle razze umane	人類学	인류학, 인류의 발전을 연구하는 학문	antropologie (de wetenschap van de menselijke ontwikkeling)	antropologia, estudo do desenvolvimento da espécie humana	антропология	antropología	antropologi (läran om människoskläktets utveckling)	มานุษยวิทยา การศึกษาเกี่ยวกับมนุษยในด้านต่างๆ	antropoloji, insanbilim
anti	adj.	23837	1330	ˈæntˌi	N/A	unwilling defiant challenging opposing	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
antibiotic	n.	21488	15607	ˌæntibaɪˈɑtɪk	antibiotics	N/A	مضاد للجراثيم	抗生素	Antibiotikum	αντιβιοτικό, αντιμικροβιακός	type of medication used to treat infectious diseases	antibiotique (médicament contre les maladies infectieuses)	(Biol) antibiotico	抗生物質	항생제	antibiotica (geneesmiddel tegen infectieziekten)	antibiótico (remédio contra doenças infeccionais)	антибиотик	antibiótico	antibiotika (medicin mot infektionssjukdomar)	ยาปฏิชีวนะ ยาที่มีฤทธิ์หยุดยั้งการเติบโตของเชื้อโรค	antibiyotik
antibody	n.	9813	9016	ˈæntɪbˌɑdi	N/A	N/A	الجسم المضاد	抗体	Antikörper, Abwehrstoff	αντίσωμα	protein in the blood which reacts to infectious agents	anticorps	(Biol) anticorpo	抗体	항독소	antilichaam	anticorpo	антивещество, антитело	anticuerpo	antikropp	โปรตีนต่อต้านเชื้อโรคในร่างกาย	antikor
antiquity	n.	17160	25075	æntˈɪkwəti	antiquities	relic remains antique	العصور القديمة, قدم, شؤون متعلقة بثقافة العصور, أبناء العصور الوسطى	古老, 古代, 古代人, 古物	Das Altertum; die Antike	αρχαιότητα	ancient times, former ages; oldness, state of being ancient	Antiquité, antiquité	antichità; età antica	古さ; 古代; 古代の遺物	옛날, 태고; 낡음, 고물	oudheid; ouderdom	antigüidade ; antigamente	древний мир, античность, классическая древность, древность, старина, давность	vejestorio; vetustez, antigüedad	ålderdomlighet; forntiden; fornlämningar	ช่วงเวลาในประวัติศาสตร์	antikalık, eskilik, eski uygarlık, kalıntılar, çok yaşlı kimse
appendix	n.	5147	3263	əpˈɛndɪks	appendices appendixes	N/A	زائدة الدودية, ذيل ملحق, ملحق, الزائدة الدودية	附录, 附加物, 阑尾	Blinddarm; Appendix; Anhang	παράρτημα, τυφλό έντερο	small sac attached to the intestines; addendum	appendice; annexe	appendice	付録; 付属物; 虫垂	충수; 부록, 증보	appendix; blindedarm	apêndice; aditação	приложение, добавление; аппендикс, придаток, червеобразный отросток	apéndice, afijo, añadido	blindtarm; appendix, bilaga	ไส้ติ่ง	ek, ilave, ek bölüm, apandis
applause	n.	13554	19305	əplˈɔz	N/A	N/A	تصفيق, هتاف, استحسان, إطراء	鼓掌, 喝彩, 赞许	Beifall, Applaus	επευφημία, χειροκροτήματα, επιδοκιμασία	cheering; praise, accolade	applaudissements; approbation	applauso; elogio, consenso, approvazione	拍手喝采; 賞賛	박수 갈채; 칭찬	applaus; toejuichen	aplauso	аплодисменты, рукоплескания; одобрение, восхищение	aplauso, aclamación, alabanza, aprobación, homenaje, ovación, palmoteo	applåder, handklappningar; lovsång	การปรบมือแสดงความชื่นชม	alkış; beğeni
apple	n.	4566	1642	ˈæpəl	apples	N/A	تفاحة, شجرة التفاح	苹果, 家伙	Apfel	μήλο, κόρη οφθαλμού	round fruit which grows on trees (usually red, green or yellow)	pomme	mela	リンゴ, 木になる丸い果実（たいてい赤色か緑か黄色）; リンゴの木	사과	appel	maçã	яблоко, яблоня; зрачок	manzana, poma	äpple	แอปเปิ้ล ผลแอ๊ปเปิล	elma
approximate	adj.	18977	8048	əprˈɑksəmət	approximates approximated approximating	N/A	تقريبي, متقارب	N/A	nahe, beinahe	πλησιάζων, κατά προσέγγιση	near, approaching	approximatif	approssimativo, approssimato; molto simile, che si avvicina; vicino	おおよその; 近い, 接近した	대략의, 근접한	ongeveer, bij benadering	próximo, quase	приблизительный, ориентировочный; близкий, находящийся близко	aproximado, aproximativo	ungefärlig	N/A	yaklaşık, yakın, benzer
approximation	n.	17507	11954	əprˌɑksəmˈeɪʃən	N/A	N/A	تقدير تقريبي, قيمة تقريبية, اقتراب, تقريب	接近, 近似值	Annäherung, Angleichung	χονδρική εκτίμηση, προσέγγιση	approach; estimate, guess, conjecture	approximation, rapprochement; estime, considération	approssimazione	接近, 近似; 概算; 近似値	접근; 근사, 추측	benadering	aproximação; apreciação	приближение,приближенное значение, приблизительная сумма, приблизительная цифра	aproximación, acercamiento; estimación aproximada	närmande; uppskattning, värdering	ความคล้ายคลึง	yaklaşma, yakınlık; tahmin
arbitrary	adj.	7486	8511	ˈɑrbətrˌɛri	N/A	subjective uninformed illogical chance random capricious	اعتباطي, متحاكم, كيفي, استبدادي	N/A	beliebig	αυθαίρετος	wanton, reckless; uncontrolled, unrestricted; unreasonable, unsupported	arbitraire	arbitrario; capriccioso; dispotico, assoluto	勝手な; 独断的な	변덕스러운; 제멋대로인, 무제한의; 비합리적인	willekeurig	arbitrário; despótico; absoluto	произвольный, своевольный, случайный, капризный, деспотический	arbitrario, absoluto	godtycklig	ตามอำเภอใจ โดยพลการ, ตามใจชอบ , ที่ไม่ได้ขึ้นอยู่กับกฎเกณฑ์, โดยการสุ่มเลือก, โดยไม่มีกฎเกณฑ์	keyfi, isteğe bağlı, hakem kararı ile belirlenen, zalim, gaddar
archaeology	n.	12039	10375	ˌɑrkiˈɑlədʒi	archaeologies	N/A	عالم أثار قديمة, علم الآثار, آثار حضارة أو شعب ما	考古学	Archäologie	αρχαιολογία	study of ancient cultures through their artifacts	archéologie	archeologia; avanzi archeologici	考古学	고고학	oudheidkunde, archeologie	arqueologia, procura de antiguidades	археология	arqueología	arkeologi, studie av fornlämningar	โบราณคดี โบราณคดีวิทยา	arkeoloji, kazıbilim
architect	n.	5960	6718	ˈɑrkətˌɛkt	architects	designer builder engineer planner inventor founder builder draftsman engineer originator creator	مهندس معماري, المخطط لمشروع ضخم, معمار	建筑师, 设计者, 缔造者	Architekt	αρχιτέκτων	one who designs buildings and other structures	architecte	architetto; artefice	建築家; 立案者	건축가, 설계자	architect, bouwkundige	arquiteto	архитектор, зодчий, творец, создатель	arquitecto; originador	arkitekt, byggnadsdesigner	สถาปนิก ผู้ออกแบบอาคาร, นักออกแบบอาคาร	mimar, yaratıcı
array	n.	7301	3063	ɜˈeɪ	arrays arrayed arraying	N/A	عرض, ترتيب, لبس, نظم الصفوف, تنظيم الملابس, نسق	排列, 衣服, 大批, 军队	Aufstellung, Ansammlung, Aufgebot; (Comput) Datenfeld, eine Form des Datenaufbaues	παράταξη, στολή	display; layout; clothing; (Computers) arrangement of data elements along one or more dimensions (recommended format for data that is not accessed sequentially)	tableau; collection; habits d'apparat; rangée, choix (aviation); alignement, matrice, type de structuration de données (informatique)	ordine, assetto, dispiegamento; abbigliamento; (inform.) array, insiemi di dati; tipo di struttura dei dati	整列, 勢ぞろい, 陳列; 衣装, 装い; （コンピュータ）アレイ, 配列; データの集まりの一種	정렬, 군대, 배심원의 소집, 옷	vertoning; opstelling; kleding; (in computers) rangschikking van gegevensverzameling; gestructureerde bundeling van gegevens	ordem, disposição; exibição; roupas; (informática) banco de dados, tipo de estrutura de dados	строй, боевой порядок, построение, войска; масса, множество; матрица, таблица; наряд, одеяние, пышное облачение; список присяжных заседателей; массив [компьют.]	arreglo, orden, ordenación; colección, serie; vestido; (inform.) vector de datos, tipo de estructura de datos	ordna; smycka; skylta; layout; (data) placeringen av dataelement längs med en el. flera dimensioner (rekommenderat format för data som inte är tillträtt på sekvänsärt sätt)	N/A	düzen, sıra, diziliş, sergileme, gösteriş; jüri heyeti, jüri heyeti listesi, görkem; ihtişam, gösterişli kıyafet
arrow	n.	7853	5544	ˈæroʊ	arrows	N/A	سهم, إشارة شبيهة بالسهم	箭, 箭状物, 箭头记号	Pfeil; Richtungspfeil	βέλος	long thin weapon shot by a bow; symbol in the shape of an arrow	flèche	freccia, strale, (lett) dardo; freccetta	矢; 矢印	화살; 화살표	pijl	seta, flecha	стрела; стрелка, стрелка-указатель	flecha, dardo, saeta; puntero, cursor	pil	ลูกศร ลูกศรชี้ทิศทาง, สัญลักษณ์รูปลูกศร	ok, ok işareti
articulate	adj.	17942	18870	ɑrtˈɪkyəlˌeɪt	articulates articulated articulating	clear coherent fluent expressive communicative express convey verbalize pronounce communicate enunciate eloquent lucid	ملفوظ بوضوح, ممفصل	N/A	artikuliert, eloquent, beredsam; fähig zu sprechen; aus verschiedenen Segmente oder teile zusammengesetzt; zusammengesetzt; deutlich gekennzeichnet	N/A	speaking fluently, eloquent; expressed using clear and distinct syllables; able to speak; composed of several distinct parts or segments; arranged into a unified whole; made distinct, clearly marked	articulé, net, distinct, éloquent; exprimé de façon clair; composé de plusieurs segments	articolato, chiaro, distinto (di parola), eloquente (di persona)	流暢な; はっきりした発音の; 話すことができる; いくつかの節で構成された; 一体化した; 明瞭な	또렷하게 발음된, 말을 또렷하게 말할 수 있는, 말을 명료하게 말할 수 있는, 말을 또렷하게 표현할 수 있는, 생각을 또렷하게 말할 수 있는, 생각을 명료하게 말할 수 있는, 생각을 또렷하게 표현할 수 있는, 생각을 명료하게 표현할 수 있는, 관절이 있는	vloeiend sprekend, bespraakt; met duidelijk en onderscheiden lettergrepen uitsprekend; in staat te spreken; bestaande uit opvallende onderdelen of delen; in verbonden eenheid geordend; opvallend gemaakt	articulado, que tem articulações; eloqüente, que se expressa com desembaraço; diz-se de quem pronuncia claramente as palavras; unido, juntado, ligado	членораздельный; ясный, четкий, отчетливый; четко сформулированный, четко выражающий свои мысли; коленчатый, суставчатый, членистый, шарнирный	articulado, que habla con fluidez, elocuente; que se expresa usando un lenguaje claro y distinguible; hábil para hablar; compuesto por varios segmentos o partes por separado; acomodado en un todo unificado; distinguible, claramente marcado	N/A	N/A	açık, açıkça belirtilmiş, tane tane söylenmiş, kolay anlaşılan, düşüncelerini kolay ifade edebilen, konuşkan, eklemli
